"id","name","organisation","startdate","enddate","number_of_participants","number_of_waste_bags","kg_of_collected_waste","handout_gloves","handout_wastebags","municipality","county","municipality_name","county_name","meters_cleaned_beach","teiner","oljefat","fulle_soppelbotter","avfallsstasjon","kloakkutslipp","dumpet_avfall","serveringssteder","turisme","biltrafikk","havn","landbruk","fiskeri_havbruk","bygg_anlegg","geom_wkt","personal_use","fisheries","industrial","hygiene","others","created_at","created_by","updated_at","updated_by"
"6245","Rydde Justnesøya","","19/4/2023 02:00:00","19/4/2023 02:00:00","2","1","10","1","1","4204","42","Kristiansand","Agder","0",,"0",,,,,"1","1",,"1",,,,"POINT(8.04768704904285 58.1928126741048)","22","1","4","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6256","Fjord CleanUP x På Fyll ","","18/4/2023 02:00:00","18/4/2023 02:00:00","11","25","250","0","0","301","3","Oslo","Oslo","0",,"0",,,,,,,,,,,,"POINT(10.7609721787246 59.9048223756211)","297","2","2","13","19","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6280","Fjord CleanUP - Langkaia ","","16/4/2023 02:00:00","16/4/2023 02:00:00","16","40","400","0","0","301","3","Oslo","Oslo","363",,"0",,,,,,"1",,,,,,"POINT(10.7520383260583 59.9081717993054)","379","12","7","23","15","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6283","Rydde Mekjarvik + molo","","16/4/2023 02:00:00","16/4/2023 02:00:00","20","20","200","0","0","1127","11","Randaberg","Rogaland","1356",,"0",,,,"1",,"1",,"1",,"1","1","POINT(5.60940181203142 59.0248504936503)","276","157","359","72","415","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6292","Rydde Vågsøya","","15/4/2023 02:00:00","15/4/2023 02:00:00","6","3","20","0","0","4602","46","Kinn","Vestland","2310",,"0",,,,,,,,,,,,"POINT(5.01627937405555 61.4883270623871)","21","11","9","0","20","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6293","Rydde Store Langøya","","15/4/2023 02:00:00","15/4/2023 02:00:00","3","5","50","0","0","4602","46","Kinn","Vestland","1446",,"0",,,,,,,,,,,,"POINT(5.03509949635552 61.4962316070497)","22","29","22","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6297","Rydde Strandsbøåsen","","15/4/2023 02:00:00","15/4/2023 02:00:00","3","3","30","0","0","4602","46","Kinn","Vestland","384",,"0",,,,,,,,,,,,"POINT(5.12234133797139 61.4833951845604)","13","15","12","0","8","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6298","Rydde Kvalstadvegen","","15/4/2023 02:00:00","15/4/2023 02:00:00","1","2","20","0","0","4602","46","Kinn","Vestland","1631",,"0",,,,,,,,,,,,"POINT(5.10235558335818 61.4767810135881)","14","14","8","0","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6299","Rydde Heggøy","","15/4/2023 02:00:00","15/4/2023 02:00:00","3","1","10","0","0","4602","46","Kinn","Vestland","537",,"0",,,,,,,,,,,,"POINT(5.09841828904221 61.5090570961257)","5","7","3","0","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6304","Rydde Drimningane","","15/4/2023 02:00:00","15/4/2023 02:00:00","2","4","40","0","0","4602","46","Kinn","Vestland","218",,"0",,,,,,,,,,,,"POINT(5.04709485944082 61.5012775589514)","7","2","9","0","8","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6311","Rydde Litle Langøya","","15/4/2023 02:00:00","15/4/2023 02:00:00","2","1","5","0","0","4602","46","Kinn","Vestland","1108",,"0",,,,,,,,,,,,"POINT(5.03926604521133 61.5022734477858)","2","7","3","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6351","Rydde Sandevegen","","13/4/2023 02:00:00","13/4/2023 02:00:00","13","15","150","1","1","4648","46","Bremanger","Vestland","21",,"0","1",,,"1",,,,"1","1","1","1","POINT(5.27771520209337 61.775606650447)","56","45","30","3","54","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6366","Rydde Skorva","","12/4/2023 02:00:00","12/4/2023 02:00:00","8","0","12","1","1","3021","30","Ås","Viken","0",,"0",,,,,,,,,,,,"POINT(10.7270254968472 59.73761697991)","53","5","3","6","7","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6378","Rydde Bjønnebukt","","11/4/2023 02:00:00","11/4/2023 02:00:00","19","5","50","1","1","3022","30","Frogn","Viken","157",,"0",,,,,,,,,,,,"POINT(10.5699898884811 59.6886700614559)","275","1792","111","212","1103","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6380","Rydde Kustøa","","11/4/2023 02:00:00","11/4/2023 02:00:00","21","81","810","1","1","1507","15","Ålesund","Møre og Romsdal","0",,"0",,,,"1",,,,,"1","1",,"POINT(6.59296241271973 62.6295798377622)","876","988","307","24","551","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6383","Rydde Homsvika","","10/4/2023 02:00:00","10/4/2023 02:00:00","12","120","1200","0","0","4205","42","Lindesnes","Agder","31",,"0",,,,,,,,,,,,"POINT(7.50096563791589 58.0095623823058)","4","110","0","0","40","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6388","Rydde Bay Hope & Bay Namjoon","","9/4/2023 02:00:00","9/4/2023 02:00:00","2","4","40","0","0","1507","15","Ålesund","Møre og Romsdal","19",,"0",,,,,,,,,,,,"POINT(6.44414014338453 62.5030201112555)","31","24","73","2","500","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6390","Rydde Leirgulen Bygdelag (bygd)","","9/4/2023 02:00:00","9/4/2023 02:00:00","2","1","14","0","0","4648","46","Bremanger","Vestland","50",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.31126000000002 61.8605899999999)","8","8","3","0","7","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6409","Rydde Herre ","","6/4/2023 02:00:00","6/4/2023 02:00:00","1","0","2","0","0","3004","30","Fredrikstad","Viken","100",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(11.0227571046849 59.1525965269842)","35","5","10","6","64","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6410","Rydde Dyrøya","","6/4/2023 02:00:00","6/4/2023 02:00:00","2","2","20","0","0","1507","15","Ålesund","Møre og Romsdal","12",,"0",,,,,,,,,,,,"POINT(6.45786179171568 62.5024948194562)","35","29","170","0","341","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6415","Rydde Sandstrand","","5/4/2023 02:00:00","5/4/2023 02:00:00","2","0","7","0","0","5412","54","Tjeldsund","Troms og Finnmark","550",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(16.781486 68.6785299)","10","20","6","5","18","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6418","Rydde Brakholmen","","5/4/2023 02:00:00","30/6/2023 02:00:00","1","0","250","0","0","4631","46","Alver","Vestland","3453",,"0",,,,,,,,,,,,"POINT(4.93208567535004 60.6504604336079)","109","157","70","38","153","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6424","Rydde Sandøya","","4/4/2023 02:00:00","4/4/2023 02:00:00","7","17","172","0","0","1103","11","Stavanger","Rogaland","1577",,"0",,,,,,,,,,,,"POINT(5.76890826162264 59.0169900580948)","670","405","588","74","2141","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6425","Rydde Naustdalsvegen ","","3/4/2023 02:00:00","3/4/2023 02:00:00","2","19","190","0","0","4647","46","Sunnfjord","Vestland","300",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.80293645534431 61.4923569437546)","54","15","28","0","27","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6426","Rydde Naustdalsvegen ","","3/4/2023 02:00:00","3/4/2023 02:00:00","2","19","190","0","0","4647","46","Sunnfjord","Vestland","300",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.80293645534431 61.4923569437546)","54","15","28","0","27","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6427","Rydde Naustdalsvegen ","","3/4/2023 02:00:00","3/4/2023 02:00:00","2","19","190","0","0","4647","46","Sunnfjord","Vestland","300",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.80293645534431 61.4923569437546)","54","15","28","0","27","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6432","Rydde Kjells strand","","2/4/2023 02:00:00","2/4/2023 02:00:00","2","1","10","0","0","1507","15","Ålesund","Møre og Romsdal","210",,"0",,,,,,,,,,,,"POINT(6.46807653916988 62.500482408178)","1","10","41","0","411","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6438","Fjord CleanUP - Kongen Marina ","","2/4/2023 02:00:00","2/4/2023 02:00:00","17","100","1000","1","1","301","3","Oslo","Oslo","296",,"0",,,,"1","1",,,,,,"1","POINT(10.7050489689063 59.9102102105016)","249","40","25","13","54","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6464","Rydde Løevolden  HI-224","","31/3/2023 02:00:00","18/4/2023 02:00:00","2","1","10","0","0","4204","42","Kristiansand","Agder","0",,"0",,,,,,,,,"1",,,"POINT(8.04817044901452 58.191883912601)","51","104","81","1","419","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6471","Ryttervik - Rosshagen","","30/3/2023 02:00:00","30/3/2023 02:00:00","26","10","100","1","1","1101","11","Eigersund","Rogaland","1245",,"0",,,,,,,,,,,,"POINT(5.99235919698301 58.4285813118584)","22","50","18","0","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6486","Rydde Mangerøyvegen","","27/3/2023 02:00:00","28/4/2023 02:00:00","2","0","130","0","0","4631","46","Alver","Vestland","1642",,"0",,,,,,,,,,,,"POINT(5.01648593820537 60.63660206902)","77","47","47","17","115","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6489","Fjord CleanUP - Kongen Marina ","","26/3/2023 01:00:00","26/3/2023 01:00:00","15","35","350","0","0","301","3","Oslo","Oslo","475",,"0",,,,,,"1",,,,,,"POINT(10.7045971057743 59.9102978772734)","959","19","8","20","7","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6497","Rydde Naustvegen","","25/3/2023 01:00:00","25/3/2023 01:00:00","5","2","25","1","1","4648","46","Bremanger","Vestland","441",,"0",,,,,,,,,,,,"POINT(5.2838659524663 61.7692608753075)","21","2","12","0","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6499","Rydde Sælenveien","","25/3/2023 01:00:00","25/3/2023 01:00:00","13","100","1000","1","1","4601","46","Bergen","Vestland","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.27767178508149 60.3426312351862)","84","6","16","1","17","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6508","Rydde Ringesteinen ","","25/3/2023 01:00:00","25/3/2023 01:00:00","2","10","100","0","0","4647","46","Sunnfjord","Vestland","300",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.81448545126556 61.48524302655)","50","4","21","1","27","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6511","Rydde Skjenet","","24/3/2023 01:00:00","14/4/2023 02:00:00","3","8","50","1","1","4626","46","Øygarden","Vestland","1801",,"0",,,,,,,,,,,,"POINT(4.95673144266028 60.3285839783573)","23","23","0","0","48","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6528","Rydde Toskeflua","","22/3/2023 01:00:00","8/4/2023 02:00:00","1","30","300","0","0","4631","46","Alver","Vestland","3042",,"0",,,,,,,,,,"1",,"POINT(4.99140769761478 60.6322237237644)","65","95","62","33","68","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6533","Rydde Breivika","","21/3/2023 01:00:00","21/3/2023 01:00:00","15","10","100","0","0","4630","46","Osterøy","Vestland","418",,"0",,,,,,,,,,,,"POINT(5.45914594767911 60.5769549250085)","437","426","27","34","2123","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6536","Rydde Krågevigodden ","","20/3/2023 01:00:00","20/3/2023 01:00:00","1","3","30","0","0","4215","42","Lillesand","Agder","100",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(8.40138123084934 58.254721291674)","91","18","14","17","41","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6541","Rydda strendene i området Grimstadholmane -Segløyane","","20/3/2023 01:00:00","19/8/2023 02:00:00","5","7","70","1","1","4635","46","Gulen","Vestland","0",,"0",,,,,"1","1",,,"0","1","1","POINT(4.98016519539553 60.9687858204341)","86","111","30","11","118","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6542","Rydde Bogehamn","","20/3/2023 01:00:00","24/3/2023 01:00:00","1","20","200","0","0","4631","46","Alver","Vestland","1433",,"0",,,,,,,,,,,,"POINT(5.07869038764549 60.6216290813789)","57","65","36","21","63","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6546","Rydde Kjøppmannskjær havna","","19/3/2023 01:00:00","19/3/2023 01:00:00","7","350","3500","0","0","3811","38","Færder","Vestfold og Telemark","0",,"0",,,,,,,,"1",,,,"POINT(10.3896388898072 59.1765868724175)","145","9","5","0","11","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6547","Rydde Laksaskjeret ","","19/3/2023 01:00:00","18/3/2023 01:00:00","16","4","40","0","0","1103","11","Stavanger","Rogaland","150",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.59783985653007 58.9715217530988)","18","5","0","0","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6549","Rydde Østre Randøy","","19/3/2023 01:00:00","19/3/2023 01:00:00","4","7","70","0","0","4204","42","Kristiansand","Agder","719",,"0",,,,,,,,,,,,"POINT(8.11190596388582 58.089737138248)","35","69","22","8","211","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6553","Rydde Teløy strandsone","","18/3/2023 01:00:00","18/3/2023 01:00:00","14","6","67","1","1","4615","46","Fitjar","Vestland","1260",,"0",,,,,,,,,,,,"POINT(5.26465625490207 59.9230288928606)","20","10","15","3","81","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6574","Bertesbukta og Kuhomene","","18/3/2023 01:00:00","18/3/2023 01:00:00","1","1","10","0","0","4204","42","Kristiansand","Agder","1506",,"0",,,,,,,,,,,,"POINT(8.03061543693935 58.1449732582763)","44","40","20","12","81","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6579","Rydde under bybrua","","18/3/2023 01:00:00","18/3/2023 01:00:00","2","1","12","0","0","1103","11","Stavanger","Rogaland","192",,"0",,,,,,,"1","1",,,,"POINT(5.74653568844432 58.9791760902657)","361","10","60","29","555","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6605","Rydde Raunen ","","15/3/2023 01:00:00","15/3/2023 01:00:00","2","7","24","0","0","1103","11","Stavanger","Rogaland","1366",,"0",,,,,,,,"1",,,"1","POINT(5.65344502351008 59.0340372414364)","89","151","551","21","858","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6620","Rydde Alnes","","12/3/2023 01:00:00","12/3/2023 01:00:00","3","0","5","0","0","1532","15","Giske","Møre og Romsdal","0",,"0",,,,,,,,,,,,"POINT(5.96602051195292 62.4861835962643)","2","4","0","0","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6626","Fjord CleanUP Sukkerbiten","","12/3/2023 01:00:00","12/3/2023 01:00:00","15","10","100","0","0","301","3","Oslo","Oslo","131",,"0",,,,"1","1",,,,,,"1","POINT(10.7523931317873 59.9048769154956)","418","6","18","12","32","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6630","Rydde Revesand brygge","","11/3/2023 01:00:00","11/3/2023 01:00:00","39","122","1220","0","0","4203","42","Arendal","Agder","427",,"0",,,,,,,,,,,,"POINT(8.80037929599276 58.436837770244)","15","11","0","0","92","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6642","Rydde Odda","","7/3/2023 01:00:00","7/3/2023 01:00:00","3","7","70","0","0","1103","11","Stavanger","Rogaland","1734",,"0",,,,,,,,,,,,"POINT(5.78168108554112 59.0218355158108)","88","109","216","25","814","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6649","Fjord CleanUP - Bjørvika / Akerselva ","","5/3/2023 01:00:00","5/3/2023 01:00:00","16","35","350","1","1","301","3","Oslo","Oslo","139",,"0",,,,"1","1","1",,"1",,,"1","POINT(10.7562004929374 59.9088440389718)","589","8","5","31","16","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6650","Rydde Ydderstad ","","5/3/2023 01:00:00","5/3/2023 01:00:00","1","3","31","0","0","4215","42","Lillesand","Agder","300",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(8.3904860980157 58.2302958187164)","48","27","0","10","64","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6652","Rydde Bogen ","","5/3/2023 01:00:00","5/3/2023 01:00:00","1","0","3","0","0","3025","30","Asker","Viken","150",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.4366014605396 59.6096835991216)","8","4","15","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6661","Rydde Raet nasjonalpark og omegn 2023","","1/3/2023 01:00:00","6/11/2023 01:00:00","1","0","1000","0","0","4203","42","Arendal","Agder","0",,"0",,,,,,,,,,,,"POINT(8.79306553862132 58.4298849476632)","3","70","0","0","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6668","Rydde Breivikvegen","","28/2/2023 01:00:00","28/2/2023 01:00:00","2","1","10","0","0","1130","11","Strand","Rogaland","235",,"0",,,,,,,,,,,,"POINT(5.91912822403728 59.092367297703)","31","35","24","1","107","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6670","Rydde Barkanesvegen","","28/2/2023 01:00:00","28/2/2023 01:00:00","2","1","10","0","0","1130","11","Strand","Rogaland","365",,"0",,,,,,"1",,,,,,"POINT(5.99624617540427 59.0206828199101)","23","14","27","4","166","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6672","Rydde Chr. Jensens vei","","27/2/2023 01:00:00","27/2/2023 01:00:00","2","8","80","0","0","3025","30","Asker","Viken","0",,"0",,,,,,,,,,,,"POINT(10.4902975202685 59.8080414877024)","64","81","2","3","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6673","Runde Miljøsenter og NTNU ryddar på Voldsund","","27/2/2023 01:00:00","27/2/2023 01:00:00","15","80","800","1","1","1515","15","Herøy","Møre og Romsdal","804",,"0",,,,,,,"1","1",,"1","1","POINT(5.67980607490828 62.3606707231898)","339","1363","142","20","1434","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6679","Rydde Klubben","","26/2/2023 01:00:00","26/2/2023 01:00:00","5","6","60","0","1","4627","46","Askøy","Vestland","35",,"0",,,,,,,,,,,,"POINT(5.06825776368761 60.4616806293213)","12","4","0","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6680","Rydde Østre Randøy","","26/2/2023 01:00:00","26/2/2023 01:00:00","1","2","20","0","0","4204","42","Kristiansand","Agder","233",,"0",,,,,,,,,,,,"POINT(8.11486610181675 58.0892062258797)","79","85","59","21","152","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6681","Fjord CleanUP - Kongen Marina ","","26/2/2023 01:00:00","26/2/2023 01:00:00","14","35","350","0","0","301","3","Oslo","Oslo","415",,"0",,,,,,,,,,,,"POINT(10.7056032380239 59.9099340142966)","158","34","4","0","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6682","østvendt bukt ved hytte","","26/2/2023 01:00:00","26/2/2023 01:00:00","1","1","10","0","0","4204","42","Kristiansand","Agder","249",,"0",,,,,,,,,,,,"POINT(8.11942808285719 58.0945844315439)","28","53","10","2","62","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6688"," Østre Randøya - To østvendte rullesteinsbukter sørøst på øya 2023","","24/2/2023 01:00:00","25/2/2023 01:00:00","1","5","50","0","0","4204","42","Kristiansand","Agder","796",,"0",,,,,,,,,,,,"POINT(8.11893207840328 58.0921514853756)","87","116","32","29","421","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6693","Rydde Verksøya Øy i sjø","","23/2/2023 01:00:00","23/2/2023 01:00:00","1","0","1","0","0","3025","30","Asker","Viken","250",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.41414 59.61134)","5","1","12","3","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6700","Rydde Talgje","","21/2/2023 01:00:00","21/2/2023 01:00:00","2","6","60","1","1","1103","11","Stavanger","Rogaland","976",,"0",,,,,,,,,,,,"POINT(5.79798158234045 59.1132561444675)","111","207","91","9","1021","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6701","Rydde Verksøya Øy i sjø","","21/2/2023 01:00:00","21/2/2023 01:00:00","1","0","1","0","0","3025","30","Asker","Viken","450",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.41414 59.61134)","26","4","13","5","41","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6705","Oksebåsen til Sandvika og nordover mot Knarholmen","","21/2/2023 01:00:00","21/2/2023 01:00:00","2","6","150","0","0","1145","11","Bokn","Rogaland","1909",,"0",,,,,,,,,,,,"POINT(5.47113879518246 59.1949533906714)","1","14","3","0","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6707","Rydde Verksøya Øy i sjø","","21/2/2023 01:00:00","21/2/2023 01:00:00","1","0","1","0","0","3025","30","Asker","Viken","500",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.41414 59.61134)","30","6","14","0","35","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6708","Rydde Storavatnet","","20/2/2023 01:00:00","1/3/2023 01:00:00","3","14","140","1","1","4626","46","Øygarden","Vestland","2462",,"0",,,,,,,,,,,,"POINT(4.95330589159518 60.3340522564826)","58","29","1","3","37","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6712","Rydde Kalvsøyna","","19/2/2023 01:00:00","19/2/2023 01:00:00","4","8","80","0","1","4627","46","Askøy","Vestland","117",,"0",,,,,,,,,,,,"POINT(5.03371855421343 60.4571516805328)","9","6","0","0","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6731","Rydde Steganesskjeret","","14/2/2023 01:00:00","14/2/2023 01:00:00","2","6","60","0","0","1134","11","Suldal","Rogaland","1330",,"0",,,,,,,,,"1",,,"POINT(5.96271823275046 59.3304616967034)","68","270","50","4","482","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6735","Rydde Ulvåsen","","13/2/2023 01:00:00","13/2/2023 01:00:00","1","5","50","0","0","4225","42","Lyngdal","Agder","3",,"0",,,,,,,,,,,,"POINT(7.00945714342071 58.0142645268847)","14","317","2","0","926","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6736","Rydde Verksøya Øy i sjø","","13/2/2023 01:00:00","13/2/2023 01:00:00","1","0","1","0","0","3025","30","Asker","Viken","500",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.41414 59.61134)","16","7","0","5","24","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6748","Rydde Ramsvika","","10/2/2023 01:00:00","15/3/2023 01:00:00","3","50","500","1","1","4626","46","Øygarden","Vestland","29",,"0",,,,,,,,,,,,"POINT(4.94702481645009 60.3377685773359)","19","34","0","0","35","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
